pdf_hash;body_id;azm_deg;azm_src;dip_deg;dip_src;ddr_deg;ddr_src;stl_m;stl_src;twd_m;twd_src;dwd_m;dwd_src;plg_deg;plg_src;pdr_deg;pdr_src;ore_shape;target_name;target_role;evidence_pages
56CB96EA;1;;redundant_with_ddr;45.0;range_mean;315.0;from_dip_cardinal;3000.0;exact;1500.0;exact;500.0;exact;;;;;SWK;Lihir;MAIN;73
0BE662C0;1;;;;;;;;;;;;;;;;;TAB;Agata Nickel Laterite Project (ANLP);MAIN;38
411C394B;1;;redundant_with_ddr;83.0;range_mean;45.0;from_dip_cardinal;2000.0;exact;100.0;bounded;560.0;bounded;;;;;TAB;Adumbi;MAIN;119|120|130|131
B19547C4;1;90.0;exact;;;;;;;5.5;range_mean;;;;;;;TAB;Rowan Vein System;MAIN;60|61
C2786F94;1;;;65.0;exact;270.0;from_dip_cardinal;2000.0;exact;;;250.0;range_mean;;;;;TAB;Yalea;MAIN;74
01572953;1;;;15.0;exact;180.0;from_dip_cardinal;495.0;exact;52.5;bounded|range_mean;;;15.0;exact;266.0;exact;MNT;Waterpump Creek;MAIN;73|74|76|77
01572953;2;;;;;;;495.0;exact;50.0;range_mean;;;;;;;TUB;Waterpump Creek;MAIN;73|74
F35C4D59;1;;redundant_with_ddr;67.5;range_mean;45.0;from_dip_cardinal;;;46.0;bounded;;;60.0;exact;320.0;exact;LEN;Cameron gold deposit;MAIN;44|54|56|62|68
FE7D05AB;1;;;;;;;;;;;;;;;0.0;from_cardinal;LEN;Rupice;MAIN;57
FE7D05AB;2;;;;;;;;;;;;;;;0.0;from_cardinal;STR;Rupice;MAIN;57
824DAC89;1;;redundant_with_ddr;37.5;range_mean;315.0;from_dip_cardinal;990.0;exact;;;250.0;exact;;;;;LEN;Mont Ity;MAIN;66|68|69
A0BBE8E8;1;;;82.5;range_mean;315.0;from_dip_cardinal;500.0;exact;;;;;;;;;IRR;MacLellan;MAIN;67|70
29C81FCF;1;;;22.5;range_mean;;;28000.0;exact;21.8;range_mean;1560.0;bounded;;;;;TAB;Kamoa-Kakula;MAIN;79|81|85|87|88|91|94
521FAF13;1;;;27.5;range_mean;22.5;from_dip_cardinal;1600.0;range_mean;160.0;range_mean;2500.0;bounded;22.5;range_mean;45.0;from_cardinal;LEN;KCD;MAIN;56|62|65
D88A1001;1;;;;;;;;;300.0;bounded;1500.0;bounded;;;;;TUB;Golpu;MAIN;22|23
B1616B6B;1;;;;;;;250.0;bounded;;;200.0;bounded|range_mean;;;270.0;from_cardinal;TAB;Hammerdown;MAIN;125|126
B1616B6B;2;;;;;;;;;;;;;;;90.0;from_cardinal;N/A;Hammerdown;MAIN;126
1325D1F5;1;;;;;;;1350.0;bounded;21.5;range_mean;;;;;;;SWK;Antenna;MAIN;46
04FCB237;1;;;;;;;;;1.0;exact;1000.0;bounded;;;;;TAB;PSM Project;MAIN;104|106
04FCB237;2;;;;;;;;;85.0;range_mean;1000.0;bounded;;;;;TAB;PSM Project;MAIN;105|106
13DF74CC;1;;;;;;;;;;;;;40.0;range_mean;292.5;from_cardinal;N/A;Rosebel;MAIN;87
13DF74CC;2;;;90.0;exact;;;;;;;;;45.0;exact;292.5;from_cardinal;N/A;Rosebel;MAIN;88
13DF74CC;3;;;60.0;exact;0.0;from_dip_cardinal;;;;;;;15.0;range_mean;270.0;from_cardinal;N/A;Rosebel;MAIN;90
13DF74CC;4;;redundant_with_ddr;40.0;exact;0.0;from_dip_cardinal;;;;;;;;;;;N/A;Rosebel;MAIN;91
13DF74CC;5;;;45.0;exact;0.0;from_dip_cardinal;;;;;;;;;;;N/A;Rosebel;MAIN;92
13DF74CC;6;100.0;exact;;;;;;;;;;;;;;;N/A;Rosebel;MAIN;93
2582F5BA;1;;;;;;;1500.0;exact;;;1100.0;exact;;;;;SWK;Aurora;MAIN;43
677E8CBF;1;;;15.0;exact;180.0;from_dip_cardinal;450.0;exact;52.5;bounded|range_mean;;;;;;;MNT;Waterpump Creek;MAIN;61|62|75
677E8CBF;2;;;;;;;450.0;exact;50.0;range_mean;;;;;;;TUB;Waterpump Creek;MAIN;61|62|75
E8647371;1;;;;;;;5000.0;exact;2000.0;exact;;;;;;;SWK;Copper Mountain;MAIN;71|72
18CB7D7A;1;;;;;;;1000.0;from_2d_footprint;800.0;from_2d_footprint;1350.0;exact;;;;;N/A;Apollo;MAIN;79
18CB7D7A;2;;;;;;;600.0;max_dims|from_2d_footprint;400.0;from_2d_footprint;1350.0;exact;;;;;BXS;Apollo;MAIN;79
18CB7D7A;3;;;;;;;350.0;exact;;;;;;;;;TAB;Apollo;MAIN;79
18CB7D7A;4;;;;;;;;;2.8;range_mean;;;;;;;N/A;Apollo;MAIN;75
18CB7D7A;5;;;;;;;180.0;exact;70.0;bounded;70.0;bounded;;;;;IRR;Apollo;MAIN;80
18CB7D7A;6;;;;;;;75.0;exact;480.0;bounded;150.0;exact;;;;;IRR;Apollo;MAIN;80
00152F71;1;;redundant_with_ddr;65.0;range_mean;45.0;from_dip_cardinal;;;;;;;;;;;N/A;Turmalina;MAIN;36
002FAB5B;1;;;;;;;200.0;exact;80.0;exact;;;;;;;SWK;Ice prospect;MAIN;26
003AE947;1;;;;;;;4500.0;exact;;;2000.0;bounded;;;;;LEN;Bralorne-Pioneer;MAIN;38|40
003AE947;2;127.5;range_mean;;;;;1500.0;bounded;1.0;exact;1800.0;exact;;;;;TAB;Bralorne-Pioneer;MAIN;40
003AE947;3;;redundant_with_ddr;75.0;exact;315.0;from_dip_cardinal;500.0;exact;;;;unparseable;;;;;TAB;Bralorne-Pioneer;MAIN;40
003AE947;4;;;;;;;;;0.9;bounded;;;;;;;TAB;Bralorne-Pioneer;MAIN;40
003AE947;5;;;85.0;exact;0.0;from_dip_cardinal;;;0.8;range_mean;;;;;;;TAB;Bralorne-Pioneer;MAIN;47
003AE947;6;;;47.5;range_mean;0.0;from_dip_cardinal;;;0.1;exact;;;;;;;TAB;Bralorne-Pioneer;MAIN;47
003AE947;7;;;86.5;range_mean;0.0;from_dip_cardinal;;;0.8;range_mean;;;;;;;TAB;Bralorne-Pioneer;MAIN;47
0060BD8A;1;;;;;;;304.8;bounded;9.1;approx_magnitude;91.4;bounded;;;;;TAB;Main Shear Zone;MAIN;16
00182970;1;;redundant_with_ddr;72.5;range_mean;225.0;from_dip_cardinal;3200.0;from_2d_footprint;2200.0;from_2d_footprint;2600.0;exact;;;;;SWK;Red Lake-Campbell Complex;MAIN;57|58
00182970;2;;;;;;;165.0;range_mean;1.6;range_mean;;;;;;;TAB;Red Lake-Campbell Complex;MAIN;60
00182970;3;;;;;;;150.0;range_mean;7.5;range_mean;;;;;;;IRR;Red Lake-Campbell Complex;MAIN;60
00182970;4;;;75.0;range_mean;180.0;from_dip_cardinal;300.0;exact;;;300.0;exact;;;;;TAB;Red Lake-Campbell Complex;MAIN;69
00182970;5;;;;;;;150.0;exact;30.0;bounded;1000.0;bounded;;;;;TUB;Red Lake-Campbell Complex;MAIN;70
00182970;6;;;;;;;60.0;bounded;;;1000.0;bounded;;;;;LEN;High Grade Zone (HGZ);MAIN;71
011575D4;1;;;;;;;;;22.5;range_mean;;;;;;;TAB;Dome Property;MAIN;33
01A515BC;1;45.0;exact;;;;;5000.0;exact;20.0;exact;;;;;;;TAB;Wona-Kona;MAIN;22
00F4C6A7;1;;;;;;;200.0;range_mean;11.0;range_mean;;;;;;;LEN;Pilar;MAIN;72|84
00F4C6A7;2;;;;;;;;;;;5000.0;exact;;;;;N/A;Pilar;MAIN;85
00F4C6A7;3;;redundant_with_ddr;55.0;exact;135.0;from_dip_cardinal;;;;;;;;;;;N/A;Pilar;MAIN;69|70
00F4C6A7;4;;;;;;;;;;;;;37.0;exact;161.0;exact;N/A;Pilar;MAIN;72
00F4C6A7;5;;;;;;;;;;;;;36.0;exact;153.0;exact;N/A;Pilar;MAIN;72
00F4C6A7;6;;;;;;;180.0;exact;2.5;exact;;;;;;;LEN;Pilar;MAIN;75
00F4C6A7;7;;;;;;;140.0;bounded;2.5;range_mean;;;;;;;N/A;Pilar;MAIN;78
00F4C6A7;8;;;;;;;200.0;exact;3.0;bounded;;;;;;;N/A;Pilar;MAIN;78
00F4C6A7;9;;;;;;;;;1.5;bounded;;;;;;;N/A;Pilar;MAIN;78
00FCBB2D;1;;;;;;;1000.0;exact;;;850.0;exact;;;;;IRR;Fenelon;MAIN;55
00FCBB2D;2;;;;;;;;;15.0;exact;;;;;;;LEN;Fenelon;MAIN;52
00FCBB2D;3;;redundant_with_ddr;80.0;range_mean;180.0;from_dip_cardinal;;;;;;;;;;;TAB;Fenelon;MAIN;56
00FCBB2D;4;;;;;;;;;;unparseable;;;;;;;IRR;Fenelon;MAIN;61
01CE8F0B;1;;redundant_with_ddr;80.0;range_mean;292.5;from_dip_cardinal;1600.0;exact;;;;;;;45.0;from_cardinal;TAB;Bantou;MAIN;45
01D4C2DE;1;;;;;;;300.0;exact;100.0;exact;200.0;exact;;;;;SWK;Mazoa Hill Zone;MAIN;22
01A94018;1;;;;;;;10.7;bounded;15.0;bounded|from_metric_paren;61.0;exact;;;135.0;from_cardinal;LEN;Bonanza Ledge;MAIN;46
01A94018;2;;;;;;;137.2;exact;30.5;exact;39.6;bounded;;;135.0;from_cardinal;N/A;Bonanza Ledge;MAIN;46
01A94018;3;;;55.0;range_mean;45.0;from_dip_cardinal;4267.2;exact;;;609.6;exact;;;;;SWK;Bonanza Ledge;MAIN;43
01A94018;4;;;;;;;;;;;167.6;range_mean;;;315.0;from_cardinal;TUB;Bonanza Ledge;MAIN;46
01A94018;5;;redundant_with_ddr;55.0;range_mean;45.0;from_dip_cardinal;;;;;;;;;;;N/A;Bonanza Ledge;MAIN;48
01A94018;6;;;;;;;;;;;304.8;bounded;;;45.0;from_cardinal;N/A;Bonanza Ledge;MAIN;48
029CFB33;1;;;;;;;7000.0;exact;;;;;;;;;MNT;Sainsoutou alluvial gold deposit;MAIN;71|93
029CFB33;2;;;;;;;;;0.8;range_mean;;;;;;;MNT;Sainsoutou alluvial gold deposit;MAIN;58
029CFB33;3;;;;;;;;;2.5;range_mean;;;;;;;MNT;Sainsoutou alluvial gold deposit;MAIN;73
027C740E;1;;;;;;;200.0;exact;;;35.0;range_mean;;;;;TAB;Apomakisie (Randy);MAIN;67
029A004A;1;;;;;;;3200.0;exact;;;850.0;exact;30.0;exact;45.0;from_cardinal;N/A;Pamour;MAIN;148
029A004A;2;;;;;;;;;2.5;range_mean;;;;;;;TAB;Pamour;MAIN;148
029A004A;3;;;;;;;;;45.0;exact;;;;;;;SWK;Pamour;MAIN;148
029A004A;4;;;;;;;1200.0;bounded;37.5;range_mean;45.0;range_mean;;;;;IRR;Pamour;MAIN;156
032AC653;1;;;;;;;;;;;;;;;;;TAB;Jau prospect;MAIN;24
032AC653;2;;;;;;;;;;;;;;;;;IRR;Jau prospect;MAIN;24
02A093E0;1;;redundant_with_ddr;80.0;range_mean;45.0;from_dip_cardinal;11000.0;bounded;;;;;;;;;LEN;Coringa;MAIN;68
02A093E0;2;;;;;;;;;4.0;exact;;;;;;;LEN;Coringa;MAIN;68
02A093E0;3;;;;;;;;;15.0;bounded;;;;;;;SWK;Coringa;MAIN;68
02A093E0;4;;;;;;;;;;;;;70.0;exact;180.0;from_cardinal;IRR;Coringa;MAIN;71
0336D2AC;1;;;;;;;2500.0;exact;500.0;exact;319.0;bounded;;;;;N/A;Turnberry;MAIN;34
033B0EC7;1;;;55.0;exact;90.0;from_dip_cardinal;;;;;;;;;112.5;from_cardinal;N/A;Kiena Deep A Zone;MAIN;140|142
033B0EC7;2;;;;;;;150.0;exact;10.5;range_mean;460.0;exact;;;;;LEN;Kiena Deep A Zone;MAIN;142
033B0EC7;3;;;;;;;120.0;exact;5.5;range_mean;550.0;exact;;;;;LEN;Kiena Deep A Zone;MAIN;142
033B0EC7;4;;;;;;;;;15.0;bounded;590.0;exact;;;;;LEN;Kiena Deep A Zone;MAIN;142
0398B964;1;;;;;;;600.0;bounded;;;;;;;;;SWK;Sabodala deposit;MAIN;51
03430331;1;90.0;exact;;;;;;;25.0;exact;;;70.0;exact;270.0;from_cardinal;LEN;Main Zone;MAIN;55|56
03430331;2;;;;;;;60.0;exact;;;90.0;exact;;;;;LEN;Main Zone;MAIN;55
03430331;3;;;;;;;120.0;bounded|range_mean;;;;;;;;;LEN;Main Zone;MAIN;55
03497A9B;1;;;;;;;1350.0;exact;200.0;bounded;430.0;exact;;;;;SWK;Central;MAIN;96
03497A9B;2;;;;;;;;;110.0;bounded;430.0;exact;;;;;TAB;Central;MAIN;96
040010B9;1;;redundant_with_ddr;55.0;range_mean;337.5;from_dip_cardinal;250.0;range_mean;17.5;range_mean;300.0;bounded;;;;;IRR;Dingman;MAIN;44
040010B9;2;;;;;;;;;15.5;range_mean;;;;;;;TAB;Dingman;MAIN;43
041313E5;1;240.0;exact;;;;;;;;;;;;;;;N/A;Windfall;MAIN;20
041313E5;2;;;73.0;exact;0.0;from_dip_cardinal;;;;;;;;;;;N/A;Windfall;MAIN;32
041313E5;3;;;;;;;;;;;;;50.0;exact;90.0;from_cardinal;N/A;Windfall;MAIN;21
041313E5;4;;;;;;;26.0;exact;;;;;;;;;N/A;Windfall;MAIN;28
041313E5;5;;;;;;;40.0;bounded;;;;;;;;;N/A;Windfall;MAIN;28
041313E5;6;;;;;;;;;5.0;exact;;;;;;;TAB;Windfall;MAIN;36
041313E5;7;;;;;;;;;;;;;;;;;LEN;Windfall;MAIN;20
03E5E738;1;;;;;;;3050.0;range_mean;5.5;bounded|range_mean;;;;;;;TAB;True North deposit;MAIN;68
041A6F51;1;;redundant_with_ddr;25.0;exact;135.0;from_dip_cardinal;4200.0;bounded;700.0;bounded;;;;;;;TAB;Otjikoto;MAIN;38
041A6F51;2;;;;;;;;;10.0;exact;;;;;;;TAB;Otjikoto;MAIN;35
044F99B5;1;;redundant_with_ddr;40.0;range_mean;135.0;from_dip_cardinal;2000.0;exact;;;1000.0;bounded;;;;;TAB;Riacho dos Machados;MAIN;41|47
0464602C;1;;;80.0;exact;270.0;from_dip_cardinal;;;;;;;;;;;N/A;Cléopâtre showing;MAIN;10
044475BA;1;;redundant_with_ddr;85.0;exact;225.0;from_dip_cardinal;;;;;;;;;;;TAB;Hardrock deposit;MAIN;119|143
044475BA;2;;;;;;;;;;;;;30.0;range_mean;270.0;from_cardinal;LEN;Hardrock deposit;MAIN;119|138|141
04546B27;1;;;;;;;3300.0;exact;300.0;exact;300.0;bounded;;;;;SWK;Assafou;MAIN;141
04546B27;2;;;;;;;2000.0;exact;30.0;exact;;;;;;;LEN;Assafou;MAIN;142
04546B27;3;;;14.0;range_mean;225.0;from_dip_cardinal;3300.0;exact;5.0;exact;;;;;;;LEN;Assafou;MAIN;142
04546B27;4;;;;;;;;;10.0;exact;300.0;bounded;;;;;LEN;Assafou;MAIN;142
04546B27;5;;;70.0;range_mean;225.0;from_dip_cardinal;;;;;;;;;;;N/A;Assafou;MAIN;141
049DA365;1;;;;;;;670.0;exact;140.0;exact;;;;;;;SWK;Taunus;MAIN;39
049DA365;2;;;;;;;335.0;exact;18.5;range_mean;;;;;;;N/A;Taunus;MAIN;45
049DA365;3;;;;;;;;;30.0;exact;;;;;;;TAB;Taunus;MAIN;33
04B0BFA3;1;;;;;;;850.0;exact;;;;;;;;;SWK;Main Stripped Zone;MAIN;18
04B0BFA3;2;;;77.5;range_mean;0.0;from_dip_cardinal;420.0;bounded;4.2;range_mean;;;;;;;TAB;Main Stripped Zone;MAIN;34
04B0BFA3;3;;;;;;;;;52.5;range_mean;;;;;;;TAB;Main Stripped Zone;MAIN;16
04B86048;1;;;;;;;750.0;range_mean;55.0;range_mean;;;;;;;TAB;Bombore;MAIN;109
04B86048;2;;;;;;;500.0;bounded;5.0;exact;;;;;;;TAB;Bombore;MAIN;109
04B86048;3;;;;;;;;;1.5;range_mean;;;;;;;TAB;Bombore;MAIN;107
04B86048;4;;redundant_with_ddr;65.0;exact;135.0;from_dip_cardinal;;;;;;;;;;;TAB;Bombore;MAIN;103
04B86048;5;;redundant_with_ddr;55.0;exact;45.0;from_dip_cardinal;;;;;;;;;;;TAB;Bombore;MAIN;103
04B86048;6;5.0;range_mean;;;;;;;;;;;;;;;TAB;Bombore;MAIN;103
04B86048;7;;;;;;;;;;;;;50.0;range_mean;22.5;from_cardinal;IRR;Bombore;MAIN;104
04B86048;8;;;;;;;;;;;;;27.5;range_mean;;;IRR;Bombore;MAIN;104
04F33E01;1;110.0;exact;;;;;;;;;;;20.0;exact;112.5;from_cardinal;FLD;Canadian Malartic;MAIN;50
04F33E01;2;;;;;;;;;;;;;;;;;TAB;Canadian Malartic;MAIN;50
04F33E01;3;;;;;;;;;100.0;bounded;;;;;;;N/A;Canadian Malartic;MAIN;50
04C5563D;1;;;;;;;1500.0;exact;550.0;range_mean;;;;;;;SWK;Cerro de Oro;MAIN;53
04C5563D;2;;;;;;;1000.0;exact;;;;;;;;;SWK;Cerro de Oro;MAIN;53
04C5563D;3;;;;;;;;;;;95.0;range_mean;;;;;N/A;Cerro de Oro;MAIN;53
04C5563D;4;;;;;;;;;10.0;bounded;;;;;;;TAB;Cerro de Oro;MAIN;53
04D722E3;1;0.0;exact;;;;;100.0;bounded;5.5;range_mean;;;;;;;TAB;Gordon-Ven Lake;MAIN;48
04D722E3;2;;;90.0;exact;;;40.0;exact;;;;;;;;;TUB;Gordon-Ven Lake;MAIN;48
04D722E3;3;;;;;;;40.0;bounded;5.0;bounded;;;;;;;IRR;Gordon-Ven Lake;MAIN;49
04D722E3;4;;;;;;;12.0;exact;2.2;bounded;;;;;;;LEN;Gordon-Ven Lake;MAIN;49
052FD466;1;;;;;;;250.0;exact;;;200.0;range_mean;;;;;TAB;Hammerdown;MAIN;30|33
052FD466;2;;;80.0;exact;;;;;;;;;;;;;TAB;Hammerdown;MAIN;34
05419167;1;;;;;;;5000.0;exact;500.0;exact;;;;;;;IRR;Granada;MAIN;53|59
05419167;2;;;;;;;600.0;exact;1.0;bounded;;;;;;;TAB;Granada;MAIN;61
05419167;3;;;;;;;;;10.0;exact;;;;;;;TAB;Granada;MAIN;61
05419167;4;;;;;;;;;;;213.0;exact;;;;;TAB;Granada;MAIN;61
05419167;5;;;42.5;range_mean;0.0;from_dip_cardinal;;;;;;;;;;;TAB;Granada;MAIN;63
05151973;1;;;;;;;;;;;;;;;;;SWK;Fortnum Gold Project;MAIN;64
05151973;2;;;;;;;;;;;;;;;;;MNT;Fortnum Gold Project;MAIN;64
05151973;3;;;;;;;;;;;;;;;;;IRR;Fortnum Gold Project;MAIN;58
05151973;4;;;;;;;;;;;;;;;;;TAB;Fortnum Gold Project;MAIN;61
0573AFD8;1;;redundant_with_ddr;80.0;exact;90.0;from_dip_cardinal;6700.0;exact;120.0;range_mean;800.0;bounded;;;;;TAB;Colomac Main;MAIN;75|77|79
0573AFD8;2;;;;;;;;;55.0;range_mean;;;;;;;IRR;Colomac Main;MAIN;79
0573AFD8;3;;;;;;;;;5.2;range_mean;;;;;;;TAB;Colomac Main;MAIN;78
0573AFD8;4;;;;;;;;;1.0;bounded;;;;;;;TAB;Colomac Main;MAIN;78
0573AFD8;5;;;;;;;;;;;;;;;0.0;from_cardinal;IRR;Colomac Main;MAIN;120
0573AFD8;6;;;;;;;;;;;;;;;180.0;from_cardinal;IRR;Colomac Main;MAIN;120
0573AFD8;7;;;;;;;;;;;;;;;45.0;from_cardinal;IRR;Colomac Main;MAIN;91
062C08C1;1;;;;;;;600.0;bounded;;;;;;;;;MNT;Touquoy;MAIN;89
062C08C1;2;;;;;;;250.0;bounded;;;;;;;;;MNT;Touquoy;MAIN;89
0630C490;1;;;;;;;1219.0;from_metric_paren;91.5;from_metric_paren|range_mean;137.0;from_metric_paren;;;;;TAB;Granite Creek;MAIN;69
0630C490;2;27.5;range_mean;60.0;exact;;;290.0;from_metric_paren;30.0;from_metric_paren;335.0;from_metric_paren;;;;;IRR;Granite Creek;MAIN;66|70
0630C490;3;;;;;;;152.0;from_metric_paren;23.0;from_metric_paren;213.0;from_metric_paren;;;;;N/A;Granite Creek;MAIN;70
0630C490;4;;;;;;;122.0;from_metric_paren;23.0;from_metric_paren;457.0;from_metric_paren;55.0;exact;;;N/A;Granite Creek;MAIN;70
0630C490;5;;redundant_with_ddr;60.0;range_mean;135.0;from_dip_cardinal;1066.0;from_metric_paren;23.0;from_metric_paren;122.0;from_metric_paren;;;;;N/A;Granite Creek;MAIN;68|71
0630C490;6;;redundant_with_ddr;60.0;range_mean;135.0;from_dip_cardinal;305.0;from_metric_paren;12.0;from_metric_paren;366.0;from_metric_paren;;;;;N/A;Granite Creek;MAIN;68|71
0630C490;7;;;;;;;381.0;from_metric_paren;7.6;from_metric_paren;274.0;from_metric_paren;45.0;exact;45.0;from_cardinal;N/A;Granite Creek;MAIN;71
0613D036;1;85.0;range_mean;;;;;800.0;exact;2.8;range_mean;;;;;;;SWK;Diabarou;MAIN;24|25
05C53A75;1;;;60.0;exact;0.0;from_dip_cardinal;800.0;bounded;;;;;;;;;TAB;Osiris cluster;MAIN;38|44
05C53A75;2;;;60.0;exact;0.0;from_dip_cardinal;400.0;exact;;;800.0;exact;;;;;TAB;Osiris cluster;MAIN;38|44
05C53A75;3;;;70.0;exact;180.0;from_dip_cardinal;400.0;exact;;;375.0;exact;;;;;TAB;Osiris cluster;MAIN;38|46
05C53A75;4;;;;;;;900.0;exact;;;;;;;;;TAB;Osiris cluster;MAIN;49
05C53A75;5;;;;;;;200.0;exact;;;300.0;bounded;;;;;TAB;Osiris cluster;MAIN;51
0645D8D4;1;;redundant_with_ddr;81.0;exact;45.0;from_dip_cardinal;2000.0;exact;100.0;exact;400.0;bounded;;;;;TAB;Adumbi;MAIN;72|73
0695EA16;1;;;;;;;600.0;exact;250.0;range_mean;;;;;;;SWK;Solona;MAIN;26
0695EA16;2;;redundant_with_ddr;50.0;exact;315.0;from_dip_cardinal;1200.0;exact;100.0;bounded;;;;;;;SWK;Solona;MAIN;43|45
06950BED;1;;;;;;;500.0;exact;17.5;range_mean;2300.0;exact;40.0;exact;315.0;from_cardinal;TAB;Madsen;MAIN;75|77
06950BED;2;;;;;;;300.0;exact;17.5;range_mean;2000.0;exact;40.0;exact;315.0;from_cardinal;TAB;Madsen;MAIN;76|77
06950BED;3;;;;;;;100.0;exact;10.0;bounded;800.0;exact;;;;;TAB;Madsen;MAIN;76
06950BED;4;;;;;;;250.0;range_mean;17.5;range_mean;1300.0;exact;;;;;TAB;Madsen;MAIN;76
06C30B18;1;;;;;;;;;20.0;bounded;;;;;;;TUB;Paddy's Flat;MAIN;89
06C30B18;2;;;;;;;2.0;exact;17.5;range_mean;;;;;;;TAB;Paddy's Flat;MAIN;101
06C30B18;3;;;;;;;;;2.0;bounded;;;;;;;TAB;Paddy's Flat;MAIN;101
06C30B18;4;;;;;;;;;27.5;range_mean;;;;;;;SWK;Paddy's Flat;MAIN;104
06C30B18;5;;;;;;;;;25.0;bounded;;;;;;;SWK;Paddy's Flat;MAIN;104
0710EF8D;1;;;20.0;exact;;;300.0;approx_magnitude;0.5;exact;;;;;;;LEN;Beatons Creek;MAIN;52|58
0710EF8D;2;;;20.0;exact;;;2500.0;bounded;0.9;range_mean;;;;;;;TAB;Beatons Creek;MAIN;52|60
07095F68;1;;;60.0;range_mean;270.0;from_dip_cardinal;4000.0;exact;5.2;range_mean;1000.0;exact;;;;;TAB;Magdala;MAIN;52|56
07095F68;2;;;;;;;185.0;range_mean;;;;;;;;;IRR;Magdala;MAIN;52|56
07095F68;3;;;;;;;50.0;exact;2.0;exact;;;;;;;IRR;Magdala;MAIN;52|53|56
07095F68;4;;;;;;;45.0;range_mean;;;30.0;exact;;;;;SWK;Magdala;MAIN;53|56
07095F68;5;;;;;;;150.0;exact;8.0;bounded;;;;;;;SWK;Magdala;MAIN;53|56
07095F68;6;;redundant_with_ddr;78.0;exact;270.0;from_dip_cardinal;;;;;;;;;;;N/A;Magdala;MAIN;60|61
0723F78A;1;45.0;exact;;;;;2500.0;exact;500.0;exact;;;;;;;SWK;Turnberry;MAIN;34
06D32B92;1;;;;;;;2590.0;from_metric_paren;;;;;;;;;N/A;Moss Lake deposit;MAIN;38
06D32B92;2;;;90.0;exact;;;;;;;;;;;;;N/A;Moss Lake deposit;MAIN;34
06D32B92;3;;;;;;;;;;;;;10.0;exact;225.0;from_cardinal;N/A;Moss Lake deposit;MAIN;34
0728AACE;1;13.5;range_mean;;;;;3352.8;bounded;;;;;;;;;TAB;Gold Rock;MAIN;42
0736472B;1;;redundant_with_ddr;65.0;range_mean;180.0;from_dip_cardinal;;;;;;;;;;;N/A;Idaho-Maryland Deposit;MAIN;90
0736472B;2;;redundant_with_ddr;70.0;exact;45.0;from_dip_cardinal;;;;;;;;;;;N/A;Idaho-Maryland Deposit;MAIN;90
0736472B;3;;;40.0;exact;45.0;from_dip_cardinal;;;;;;;;;;;N/A;Idaho-Maryland Deposit;MAIN;90
0736472B;4;;;;;;;1000.0;bounded;228.5;from_metric_paren|range_mean;;;30.0;exact;180.0;from_cardinal;IRR;Idaho-Maryland Deposit;MAIN;93|94
0736472B;5;;;;;;;;;2.4;bounded|from_metric_paren;;;;;;;TAB;Idaho-Maryland Deposit;MAIN;94
0736472B;6;;;57.5;range_mean;;;213.0;bounded|from_metric_paren;6.0;bounded|from_metric_paren;457.0;bounded|from_metric_paren;;;;;TAB;Idaho-Maryland Deposit;MAIN;98
0736472B;7;;;;;;;305.0;from_metric_paren;2.4;bounded|from_metric_paren;305.0;bounded|from_metric_paren;;;;;TAB;Idaho-Maryland Deposit;MAIN;101
0736472B;8;;;;;;;135.0;from_metric_paren|range_mean;34.0;bounded|from_metric_paren;;;;;;;IRR;Idaho-Maryland Deposit;MAIN;101
081D24CD;1;;;62.5;range_mean;225.0;from_dip_cardinal;;;13.0;bounded;;;;;;;TAB;Great Fingall;MAIN;78
081D24CD;2;;;62.5;range_mean;225.0;from_dip_cardinal;;;2.5;range_mean;;;;;;;TAB;Great Fingall;MAIN;78
081D24CD;3;;;;;;;75.0;exact;;;40.0;exact;;;;;TAB;Great Fingall;MAIN;78
07EA6630;1;;redundant_with_ddr;85.0;exact;225.0;from_dip_cardinal;;;;;;;30.0;range_mean;270.0;from_cardinal;N/A;Hardrock deposit;MAIN;119
07EA6630;2;;;;;;;;;10.0;exact;;;;;;;N/A;Hardrock deposit;MAIN;131
07EA6630;3;;;;;;;;;0.6;bounded;;;;;;;N/A;Hardrock deposit;MAIN;138
07EA6630;4;;;;;;;1.0;bounded;;;;;;;;;LEN;Hardrock deposit;MAIN;141
07EA6630;5;;;;;;;;;;;;;;;;;IRR;Hardrock deposit;MAIN;122
082DBCC0;1;;;;;;;1200.0;exact;30.0;range_mean;27.5;range_mean;;;;;TAB;Main Gold Zone;MAIN;23
082DBCC0;2;;;;;;;3700.0;exact;;;;;;;;;TAB;Main Gold Zone;MAIN;36
082DBCC0;3;;;;;;;;;;;;;;;;;IRR;Main Gold Zone;MAIN;28
0839F995;1;;;;;;;1350.0;bounded;21.5;bounded|range_mean;;;;;;;SWK;Antenna;MAIN;38
08672ADB;1;;redundant_with_ddr;70.0;range_mean;315.0;from_dip_cardinal;4000.0;bounded;32.5;bounded|range_mean;;;;;;;IRR;Zone IV;MAIN;20|23
0842E5D2;1;75.0;range_mean;;;;;47.5;range_mean;3.2;range_mean;;;;;;;N/A;Magino;MAIN;52
0842E5D2;2;;;;;;;35.0;exact;45.0;exact;;;;;;;N/A;Magino;MAIN;53
0842E5D2;3;;redundant_with_ddr;65.0;exact;0.0;from_dip_cardinal;;;;;;;;;;;N/A;Magino;MAIN;54
