pdf_hash;fault_id;fault_setting;structural_order;target_name;target_role;evidence_pages;fault_extent_m;fault_distance_m;fault_geom_flags
D5829355;3;SHZC;3;Eaglehead;MAIN;97;;;
D5829355;4;ENE;3;Eaglehead;MAIN;72|97;;;
D5ACB8ED;1;SSF;2;W4 Nickel Deposit;MAIN;90;;;
D5A5EE4A;1;BMF;1;Sonora Lithium Clay Units;MAIN;15|18|19;;;
D5A5EE4A;2;FLD;2;Sonora Lithium Clay Units;MAIN;18|21|23|25;;;
D5A00879;1;SSF;1;Baptiste;MAIN;70;;;
D5A00879;2;SHZC;2;Baptiste;MAIN;76;;;
D5A00879;4;SSF;2;Baptiste;MAIN;76;;;
D5B08D52;1;SHZC;1;Karin Lake;MAIN;17;;;
D5B08D52;2;SSF;1;Karin Lake;MAIN;18;;;
D5B08D52;4;FLD;2;Karin Lake;MAIN;18|23|27;;;
D5B08D52;5;TRP;1;Karin Lake;MAIN;23;;;
D5B08D52;6;INT;2;Karin Lake;MAIN;28|31;;;
D5D3AF54;1;CLD;1;Seel;MAIN;34;;;
D5D3AF54;2;CLD;2;Seel;MAIN;39;;;
D5B438FF;1;SHZC;2;Patterson Lake South;MAIN;26;;;
D5B438FF;2;SHZC;2;Patterson Lake South;MAIN;27|30;;;
D5B438FF;3;INT;3;Patterson Lake South;MAIN;46;;;
D61815A9;1;CSF;1;Bingo pegmatite;MAIN;21;;;
D6019BB5;1;CSF;1;Star Kimberlite;MAIN;51;;;
D5BBBC8D;1;SHZC;2;Niblack;MAIN;7|50;;;
D5BBBC8D;3;FLD;2;Niblack;MAIN;7|48|49;;;
D6207E09;1;SHZC;1;West Zone;MAIN;79;;;
D623491D;1;THR;1;Iron Point;MAIN;34|41;;;
D623491D;2;FLD;2;Iron Point;MAIN;35|38|41;;;
D623491D;3;FLD;2;Iron Point;MAIN;39;;;
D623491D;4;SHZC;2;Iron Point;MAIN;38;;;
D623491D;5;BMF;1;Iron Point;MAIN;34|39;;;
D63985E8;1;THR;2;South Hill Fault;MAIN;53|63;;;
D63985E8;2;BMF;2;Jewel Hill Fault;MAIN;53|63;;;
D63985E8;3;BMF;2;Gold Gulch Fault;MAIN;53|63;;;
D63985E8;4;BMF;2;Dome Fault;MAIN;53|63;;;
D63985E8;5;CSF;1;South Hill Fault;MAIN;63;;;
D61D6821;1;FLD;1;Ruby Mineralization;MAIN;24;;;
D61D6821;2;SHZC;1;Ruby Mineralization;MAIN;25;;;
D61D6821;3;SSF;1;Ruby Mineralization;MAIN;25;;;
D61D6821;5;GSC;2;Ruby Mineralization;MAIN;29;;;
D61D6821;6;INC;2;Ruby Mineralization;MAIN;29;;;
D63B8782;2;SSF;2;Schaft Creek;MAIN;116|117;;;
D64A8D55;1;CSF;1;CUMO;MAIN;34|35;;;
D64FD36D;1;FLD;1;Daquan Vanadium Zone;MAIN;29|30;;;
D657DBFB;1;FLD;1;Kansanshi;MAIN;56|57|58;;;
D657DBFB;2;SOF;2;Kansanshi;MAIN;58|62|64;;;
D6640563;1;CSF;1;Alpala Deposit;MAIN;58|61|63;;;
D6640563;2;SOF;2;Alpala Deposit;MAIN;60|63;;;
D6640563;3;SOF;3;Alpala Deposit;MAIN;63;;;
D6992545;1;CSF;1;Sahavaara;MAIN;48|49;50000.0;;extent:bounded
D6992545;2;THR;2;Sahavaara;MAIN;49;;;
D6992545;3;SHZC;2;Sahavaara;MAIN;57;;;
D69B4716;1;CSF;1;Norra Kärr;MAIN;52;;;
D69B4716;2;BMF;1;Norra Kärr;MAIN;51|53;;;
D69B4716;3;FLD;2;Norra Kärr;MAIN;55|75;;;
D69B4716;4;SHZC;1;Norra Kärr;MAIN;73;;;
D69B4716;5;SHZC;2;Norra Kärr;MAIN;56;;;
D6C6E532;1;INT;1;Red Ring;MAIN;17;;;
D69B3DC7;2;SHZC;2;El Toro Project;MAIN;33;;;
D69B3DC7;4;SHZC;2;El Toro Project;MAIN;34;800.0;;
D6F1E9C4;1;FLD;1;Denison Mine;MAIN;51|52;;;
D6F1E9C4;2;THR;1;Denison Mine;MAIN;51;;;
D6F1E9C4;3;THR;2;Denison Mine;MAIN;52;;;
D6D5AFDC;1;CSF;1;El Hávila;MAIN;24|25|31;;;
D6D5AFDC;2;INT;2;El Hávila;MAIN;46;;;
D6D5AFDC;3;SHZC;2;El Hávila;MAIN;56;;;
D744BF1E;1;CSF;1;Tsau Project Kimberlites;MAIN;20;;;
D744BF1E;2;THR;1;Tsau Project Kimberlites;MAIN;21;;;
D738EF65;1;SHZC;1;Moonlite Property;MAIN;34|40;;;
D738EF65;2;JOG;2;Moonlite Property;MAIN;34;;;
D738EF65;3;SOF;2;Moonlite Property;MAIN;34;;;
D738EF65;4;UNC;1;Moonlite Property;MAIN;34|40;;;
D738EF65;5;CSF;1;Moonlite Property;MAIN;34;;;
D74F54CE;1;SSF;1;Lithium Creek Project;MAIN;29|36;;;
D74F54CE;2;BMF;2;Lithium Creek Project;MAIN;36;;;
D74F54CE;3;JOG;2;Lithium Creek Project;MAIN;37;;;
D74F54CE;4;SOF;2;Lithium Creek Project;MAIN;37;;;
D7482B54;1;SHZC;2;MacArthur;MAIN;57;;;
D7482B54;2;INT;2;MacArthur;MAIN;57;;;
D7482B54;3;BMF;1;MacArthur;MAIN;57;;;
D7482B54;4;LFT;1;MacArthur;MAIN;55;;;
D7E5DCD2;1;INT;1;Pikoo Group Properties;MAIN;26;;;
D7A2D36E;1;THR;1;Chapada;MAIN;40|45;;;
D7A2D36E;2;SHZC;1;Chapada;MAIN;40|58;;;
D7A2D36E;3;SSF;1;Chapada;MAIN;40;;;
D7A2D36E;4;FLD;2;Chapada;MAIN;45|48|59;;;
D7A589EB;1;SHZC;2;Thierry Deposit;MAIN;47|50|52;6000.0;;extent:bounded
D7A589EB;2;JOG;3;Thierry Deposit;MAIN;51|52|54;;;
D7585991;1;THR;1;Jabal Sayid;MAIN;42;20000.0;;
D7585991;2;FLD;2;Jabal Sayid;MAIN;41|42;;;
D7CD43B7;1;CSF;1;Lac Burge Project;MAIN;23;;;
D7CD43B7;2;SHZC;1;Lac Burge Project;MAIN;24|33;;;
D7CD43B7;5;INT;2;Lac Burge Project;MAIN;33;;;
D82F2703;1;FLD;2;Bucko Lake;MAIN;40;;;
D8507CA3;1;UNC;N/A;Wakeham Project;MAIN;10;;;
D8507CA3;2;SHZC;N/A;Wakeham Project;MAIN;10;;;
D824BC2F;2;INT;2;Blackwater Properties;MAIN;27;;;
D85F28EE;1;GSC;1;Slopeaway;MAIN;21;;;
D83BF01C;1;FLD;2;Main Zone;MAIN;26|31|41;;;
D83BF01C;2;SSF;2;Main Zone;MAIN;26;;;
D8611500;1;BMF;1;Coles Hill;MAIN;30|31|39;;;
D8611500;2;THR;1;Coles Hill;MAIN;30;;;
D867BA7C;1;FLD;1;Langis;MAIN;85;;;
D867BA7C;2;THR;1;Langis;MAIN;85;;;
D867BA7C;3;FLD;2;Langis;MAIN;87;;;
D867BA7C;4;SSF;2;Langis;MAIN;87;;;
D867BA7C;5;THR;2;Langis;MAIN;88;;;
D8CD862A;1;FLD;1;E Zone;MAIN;35|37;;;
D8CD862A;2;FLD;2;E Zone;MAIN;37;;;
D8CD862A;3;INC;2;E Zone;MAIN;38;;;
D87C8CD7;1;BMF;1;Boleo Mantos;MAIN;30|31;;;
D8DFA974;1;FLD;1;Green Energy Project;MAIN;25|26|27;;;
D8DF6238;2;UNC;1;Velvet-Wood Deposit;MAIN;47|53;;;
D8E0EC50;1;CSF;1;Bornite;MAIN;36;;;
D8E0EC50;3;THR;2;Bornite;MAIN;44;;;
D8E0EC50;5;BMF;2;Bornite;MAIN;51;;;
D8F18714;1;FLD;2;Asbury deposit;MAIN;29;;;
D8E3F8AA;1;CSF;1;Sheep Hill;MAIN;14;;;
D8E3F8AA;2;SOF;2;Sheep Hill;MAIN;22;;;
D923AD9E;1;BMF;1;Cauchari-Olaroz;MAIN;73;;;
D923AD9E;2;SSF;1;Cauchari-Olaroz;MAIN;73;;;
D923AD9E;3;BMF;2;Cauchari-Olaroz;MAIN;75;;;
D923AD9E;4;TRP;2;Cauchari-Olaroz;MAIN;75;;;
D935DA0D;1;SHZC;1;North Shore Property;MAIN;43;75000.0;;
D93714CB;1;NRM;2;E Zone;MAIN;18|25;;;
D93714CB;2;FLD;2;E Zone;MAIN;19|25;;;
D93714CB;3;THR;2;E Zone;MAIN;19|20|22;;;
D93EF97F;1;SSF;1;Don McCarthy Property;MAIN;18;;;
D93EF97F;2;THR;1;Don McCarthy Property;MAIN;18;;;
D93EF97F;4;INT;2;Don McCarthy Property;MAIN;25;;;
D94A34AA;2;DET;2;Sentinel;MAIN;46|48|53;;;
D94A34AA;3;FLD;2;Sentinel;MAIN;46|48|53;;;
D94A34AA;4;SHZC;1;Sentinel;MAIN;48;;;
D8FA8BCD;1;THR;1;Kerr-Sulphurets-Mitchell;MAIN;28|29|38|45;;;
D8FA8BCD;2;SHZC;2;Kerr-Sulphurets-Mitchell;MAIN;39|41;;;
D8FA8BCD;4;ENE;3;Kerr-Sulphurets-Mitchell;MAIN;41;;;
D94EB5C6;1;SHZC;2;Haib;MAIN;38;;;
D95DBB69;1;UNC;1;Kendal Project;MAIN;39|40|50;;;
D95DBB69;2;INC;1;Kendal Project;MAIN;39|40;100000.0;;extent:bounded
D9AEBFC9;1;BMF;1;Smackover Formation;MAIN;55|73;;;
D9AEBFC9;3;LFT;1;Smackover Formation;MAIN;51;;;
D9BA75B3;1;FLD;2;Moyie Anticline;MAIN;50|52|64;;;
D9BA75B3;2;THR;1;Moyie Anticline Property;MAIN;52;;;
D9BA75B3;4;THR;2;Moyie Anticline Property;MAIN;52;;;
D9BA75B3;5;SHZC;2;Canam Structural Zone;MAIN;58|65;;;
D9BA75B3;6;SHZC;2;Rise Shear;MAIN;58|65;;;
D9BA75B3;7;NRM;2;South Hawkins Fault;MAIN;64;;;
D9DAF35A;1;THR;1;Rambler Main Mine;MAIN;43;;;
D9DAF35A;2;FLD;2;Rambler Main Mine;MAIN;47;;;
D97C4D8F;1;CLD;2;Silver King North;MAIN;22;;;
D9D8EDB9;1;FLD;2;Scotch Creek;MAIN;61|62|64;;;
D9D8EDB9;2;THR;2;Scotch Creek;MAIN;62|64;;;
DA1100FF;1;BMF;1;Rosh Pinah;MAIN;83;;;
DA1100FF;2;THR;2;Rosh Pinah;MAIN;62|72|80;;;
DA1100FF;3;FLD;2;Rosh Pinah;MAIN;61;;;
DA1100FF;4;SHZC;2;Rosh Pinah;MAIN;61|72|77;;;
DA1100FF;5;SSF;2;Rosh Pinah;MAIN;76;;;
D9EDDEB7;3;INT;2;Roughrider East Zone;MAIN;6|39|41;;;
DA0CA218;3;INT;2;Filo del Sol;MAIN;39;;;
DA2BBB0C;1;BMF;2;TLC Property;MAIN;56;;;
DA1FFC0F;1;FLD;2;Bronson Slope;MAIN;29;;;
DA288A10;1;SHZC;2;Murphy Lake;MAIN;51;;;
DA4D417F;1;TRT;1;Casita Geothermal System;MAIN;18|23|57;;;
DA4D417F;2;SSF;1;Casita Geothermal System;MAIN;23;;;
DA4D417F;4;SOF;2;Casita Geothermal System;MAIN;47|57;;;
DA510918;1;SOF;2;Copper Flat;MAIN;85;;;
DA510918;2;INT;2;Copper Flat;MAIN;86|87;;;
DA5BE1B2;1;THR;1;Main Deposit;MAIN;63;;;
DA5BE1B2;2;SSF;1;Main Deposit;MAIN;63;;;
DA5BE1B2;3;THR;2;Main Deposit;MAIN;66;;;
DA5BE1B2;4;FLD;2;Main Deposit;MAIN;66;;;
DA78E621;1;SHZC;2;Valiquette showing;MAIN;26;;;
DA78E621;2;FLD;2;Valiquette showing;MAIN;32|34;;;
DA7987BB;2;SOF;2;UG2 CL;MAIN;18;;;
DA8DB045;1;FLD;2;TV Tower;MAIN;62;;;
DAA3FAC5;1;THR;1;Waverley-Tangier;MAIN;37;;;
DAA3FAC5;2;SHZC;2;Waverley-Tangier;MAIN;42;;;
DAA3FAC5;3;INT;2;Waverley-Tangier;MAIN;42;;;
DAA3FAC5;4;FLD;2;Waverley-Tangier;MAIN;42;;;
DAEDC317;1;FLD;2;Deposit A;MAIN;22;;;
DB241A5E;1;DOM;2;James Bay Lithium Project;MAIN;86;;;
DB30419C;1;FLD;1;Itafós Arraias;MAIN;62;;;
DB30419C;2;THR;1;Itafós Arraias;MAIN;62;;;
DAC6CB6E;1;SSF;1;Josemaría;MAIN;34;;;
DAC6CB6E;3;DET;2;Josemaría;MAIN;34;;;
DAC6CB6E;4;JOG;2;Josemaría;MAIN;34;;;
DB34FDA7;1;CSF;1;WHN-Boisvert;MAIN;28|34;;;
DB34FDA7;2;SHZC;2;WHN-Boisvert;MAIN;30;;;
DB93DBCD;1;SSF;1;Wellgreen Deposit;MAIN;69;;;
DB93DBCD;2;THR;1;Wellgreen Deposit;MAIN;69;;;
DB93DBCD;3;THR;2;Wellgreen Deposit;MAIN;73;;;
DBA0D035;2;INC;2;Highway Area Veins;MAIN;38;;;
DBBA3D49;2;CSF;1;Quebec Lithium Project;MAIN;45;;;
DBB9B176;1;INT;1;Eagle East;MAIN;75;;;
DBB9B176;3;THR;1;Eagle East;MAIN;68;;;
DBD528B7;1;FLD;2;Mareesburg;MAIN;25|32;;;
DBF49C25;1;FLD;N/A;Graphite Veins;MAIN;26|28|29;;;
DC0A8EF6;1;FLD;2;Florida Canyon;MAIN;41|45;;;
DC0A8EF6;2;SOF;2;Florida Canyon;MAIN;41;;;
DC0A8EF6;3;SOF;2;Florida Canyon;MAIN;41|42;;;
DC0A8EF6;4;INT;3;Florida Canyon;MAIN;41;;;
DBE7AA4A;1;FLD;1;Dodger Zone;MAIN;27|30;;;
DBE7AA4A;3;INC;2;Dodger Zone;MAIN;32;;;
DC247386;1;FLD;2;Mine 14;MAIN;33;;;
DC247386;2;THR;2;Mine 14;MAIN;33;;;
DC3C5F93;1;SHZC;1;Dyke #5;MAIN;43;;;
DC3C5F93;2;GSC;2;Dyke #5;MAIN;43;;;
DC5BC608;1;SHZC;2;Lorraine Main Zone;MAIN;58;;;
DC2562F3;1;THR;1;Conda Projects;MAIN;65;;;
DC2562F3;2;FLD;1;Conda Projects;MAIN;65;;;
DC2562F3;3;SSF;1;Conda Projects;MAIN;65;;;
DC2562F3;5;FLD;2;Conda Projects;MAIN;69;;;
DC2562F3;7;SSF;2;Conda Projects;MAIN;69;;;
DC2562F3;8;FLD;2;Conda Projects;MAIN;71;;;
DC7F02B3;1;THR;1;HMN Project;MAIN;70|76;;;
DC7F02B3;2;BMF;1;HMN Project;MAIN;70|99;;;
DC7F02B3;3;SSF;1;HMN Project;MAIN;77;;;
DC147127;1;THR;1;Nariin Sukhait Coal Deposit;MAIN;54|74;;;
DC147127;2;THR;2;Nariin Sukhait Coal Deposit;MAIN;62|65;;;
DC147127;3;FLD;2;Nariin Sukhait Coal Deposit;MAIN;62|63|64|67;;;
DC147127;4;SHZC;2;Nariin Sukhait Coal Deposit;MAIN;62;;;
DCA29778;1;SHZC;1;Royal vein;MAIN;9|10;;;
DCA29778;2;THR;2;Royal vein;MAIN;9|10;;;
DC883373;1;FLD;2;Spinifex Ridge;MAIN;29;;;
DC883373;2;SHZC;2;Spinifex Ridge;MAIN;29;;;
DCAB3CAC;1;CSF;1;Granby Zone;MAIN;14|15|17;;;
DCAB3CAC;2;SHZC;2;Granby Zone;MAIN;20;;;
DCAB3CAC;3;SOF;2;Granby Zone;MAIN;20;;;
DC9090E0;1;SSF;1;War Springs Platreef;MAIN;19|21|36;;;
DC9090E0;2;FLD;2;War Springs Platreef;MAIN;21;;;
DC9090E0;3;INC;2;War Springs Platreef;MAIN;18|21|28|29;;;
DCAD26E5;1;CSF;1;Pinchazo;MAIN;16;;;
DCAD26E5;4;INT;2;Pinchazo;MAIN;17;;;
DCD8A535;1;CLD;2;Sombrero Butte;MAIN;12;;;
DD0598A4;2;FLD;2;Robinsons River Salt;MAIN;26|30;;;
DD07290A;1;THR;1;Tolita;MAIN;43|49;;2000.0;
DD07290A;2;SOF;2;Tolita;MAIN;49;;;
DD07290A;3;SOF;3;Tolita;MAIN;49;;;
DD25A5D1;1;THR;2;Hopes Advance Main Zone;MAIN;77;;;
DD284F82;1;SHZC;1;Botija Abajo;MAIN;18;;;
DD284F82;2;INT;2;Botija Abajo;MAIN;18;;;
DD3ACE0E;3;BXP;2;Los Verdes;MAIN;48;;;
DD210208;1;THR;1;Kuriskova;MAIN;51;;;
DD210208;2;NRM;2;Kuriskova;MAIN;51;;;
DD210208;3;DET;2;Kuriskova;MAIN;51;;;
DD33805F;1;CSF;1;Gonneville;MAIN;26;;14000.0;distance:bounded
DD3B8437;1;SOF;2;West Bear Cobalt-Nickel Deposit;MAIN;32;;;
DD3B8437;2;FLD;2;West Bear Cobalt-Nickel Deposit;MAIN;32;;;
DD4B734E;1;CSF;1;EPL-8084;MAIN;22|23;;;
DD41A90D;1;BMF;1;Sonora Lithium Project;MAIN;16;;;
DD41A90D;2;SOF;2;Sonora Lithium Project;MAIN;19|20|26;;;
DD5DB49F;1;FLD;2;Trairão;MAIN;52|53;;;
DD5A958F;1;SHZC;2;Ban Phuc;MAIN;48|50;;;
DD7C3BB9;1;SSF;1;Opemiska;MAIN;51|55;;;
DD7C3BB9;2;JOG;2;Opemiska;MAIN;52|55;;;
DD7C3BB9;3;SOF;2;Opemiska;MAIN;53|55;;;
DD818F5D;1;CSF;1;Santo Domingo Sur;MAIN;141;;;
DD818F5D;2;SSF;1;Santo Domingo Sur;MAIN;141;;;
DD818F5D;3;THR;2;Santo Domingo Sur;MAIN;146|151;;;
DD803BFA;1;CSF;1;Lac 50;MAIN;90|93;;;
DD803BFA;2;SHZC;1;Lac 50;MAIN;93;;;
DD803BFA;3;SOF;2;Lac 50;MAIN;98;;;
DD803BFA;4;SOF;3;Lac 50;MAIN;98;;;
DD803BFA;5;BXP;2;Lac 50;MAIN;98;;;
DD803BFA;6;THR;1;Lac 50;MAIN;97;;;
DDAA4775;1;THR;N/A;Gibellini;MAIN;44|46;;;
DD863091;2;INT;2;St. Lawrence Veins;MAIN;57;;;
DD923E18;1;SSF;1;Mount Philp Iron Deposit;MAIN;14|15;;;
DD923E18;2;CSF;1;Mount Philp Iron Deposit;MAIN;14|15;100000.0;;extent:bounded
DD923E18;3;SOF;2;Mount Philp Iron Deposit;MAIN;18;;;
DDDD5105;1;TRP;1;São Manuel and São Rubens;MAIN;57;;;
DDDD5105;2;FLD;2;São Manuel and São Rubens;MAIN;54|58|66;;;
DDDD5105;3;SHZC;2;São Manuel and São Rubens;MAIN;58;;;
DDCEE77E;1;CSF;1;Los Azules breccia pipes;MAIN;19;;;
DDCEE77E;2;INT;2;Los Azules breccia pipes;MAIN;21;;;
DDE5B5CE;1;SHZC;1;Molo;MAIN;82|85;;;
DDE5B5CE;2;FLD;2;Molo;MAIN;85;;;
DDAECF87;1;CSF;1;Santo Domingo;MAIN;38|39;1200000.0;10000.0;extent:bounded
DDAECF87;2;SSF;2;Santo Domingo;MAIN;51|71;17000.0;;
DDAECF87;4;THR;2;Santo Domingo;MAIN;50;;;
DDE6AE48;1;FLD;2;Captain;MAIN;28;;;
DE13A719;1;SOF;2;Roby Zone;MAIN;43|54;;;
DE13A719;2;SOF;2;Roby Zone;MAIN;43;;30.0;distance:range_mean
DE06CD65;1;SSF;2;White Pine North;MAIN;83|84|85;;;
DE06CD65;2;THR;2;White Pine North;MAIN;83|85;;;
DE06CD65;3;FLD;2;White Pine North;MAIN;83;;;
DE06CD65;4;BMF;2;White Pine North;MAIN;85;;;
DDE71293;1;SSF;1;Groundhog;MAIN;36;;;
DDE71293;2;NRM;2;Groundhog;MAIN;40;;;
DDFEB922;1;THR;2;Aripuanã Deposits;MAIN;48|51|52;;;
DDFEB922;2;FLD;2;Aripuanã Deposits;MAIN;51|52;;;
DE168EA3;1;FLD;2;Lagoa Salgada;MAIN;44;;;
DE2FB2D6;1;CSF;1;Table Mountain;MAIN;26;;;
DE2FB2D6;2;THR;2;Table Mountain;MAIN;28|32;;;
DE2FB2D6;3;SSF;3;Table Mountain;MAIN;28;;;
DE483BE5;1;THR;2;Robelin Property;MAIN;26;;;
DE483BE5;2;THR;1;Robelin Property;MAIN;24;;;
DE505EB3;1;SSF;1;Josemaría;MAIN;35;;;
DE505EB3;2;THR;2;Josemaría;MAIN;35|52;;;
DE8579C0;1;BMF;1;Nash Creek Deposit;MAIN;19|21;;;
DE8F646E;1;SSF;1;Elk Creek Carbonatite;MAIN;104|107;;;
DE99352E;1;CSF;1;Copper Hill;MAIN;20|21;;;
DE99352E;2;TRP;2;Copper Hill;MAIN;25;;;
DE99352E;3;SOF;2;Copper Hill;MAIN;25;;;
DE9162DE;1;CSF;1;Sunnyside;MAIN;18;;;
DE9162DE;2;FLD;2;Sunnyside;MAIN;14;;;
DEB28B85;1;FLD;2;Tulsequah Chief;MAIN;60;;;
DEB28B85;2;BMF;2;Tulsequah Chief;MAIN;60;;;
DEB28B85;3;BMF;1;Tulsequah Chief;MAIN;62;;;
DEB28B85;4;INT;2;Tulsequah Chief;MAIN;62;;;
DEBBB823;1;THR;2;Burnt Pond;MAIN;24|35;;;
DEC9FEB3;1;BMF;1;Big Cypress;MAIN;35|36;;;
DEC9FEB3;2;FLD;2;Big Cypress;MAIN;36;;;
DEC60DC6;1;FLD;2;Joyce Lake;MAIN;51|57|59;;;
DED6D91A;1;CSF;1;Pakeagama Lake pegmatite;MAIN;35;140000.0;;extent:bounded
DED6D91A;2;ENE;3;Pakeagama Lake pegmatite;MAIN;35;;;
DED9A278;1;TRP;1;Los Helados;MAIN;55|57;;;
DED9A278;3;INT;2;Los Helados;MAIN;57;;;
DEEF758A;1;SSF;1;Grid BC Copper Gold Project;MAIN;32|33;470000.0;;extent:bounded
DEEF758A;2;THR;2;Grid BC Copper Gold Project;MAIN;36;;;
DEEF758A;3;SHZC;2;Grid BC Copper Gold Project;MAIN;39;;;
DEF3C856;1;SHZC;1;Haib;MAIN;37|38;;;
DEF3C856;2;SHZC;2;Haib;MAIN;38;;;
DEF49B7D;1;CSF;1;CUMO;MAIN;29|30;;;
DEF72DC8;1;CSF;1;Sahavaara;MAIN;48;150000.0;;extent:bounded
DEF8E0BB;1;SSF;1;Pele Mountain Property;MAIN;36;;;
DEF8E0BB;2;SHZC;1;Pele Mountain Property;MAIN;36;;;
DEF8E0BB;3;THR;1;Pele Mountain Property;MAIN;37;;;
DEF8E0BB;4;LTC;2;Pele Mountain Property;MAIN;32;;;
DEF8E0BB;5;MYLC;2;Pele Mountain Property;MAIN;56;;;
DF373902;1;SHZC;1;Uis Tailings;MAIN;65;;;
DF373902;2;SOF;2;Uis Tailings;MAIN;65;;;
DF373902;3;ENE;3;Uis Tailings;MAIN;65;;;
DF028E9F;1;THR;1;Kuriskova;MAIN;51;;;
DF395213;1;FLD;2;Cobre Grande;MAIN;27;2000.0;;
DF395213;2;SOF;2;Cobre Grande;MAIN;27|33;;;
DF395213;3;SHZC;1;Cobre Grande;MAIN;33;;;
DF395213;4;FLD;2;Cobre Grande;MAIN;33;;;
DF62844D;1;FLD;2;Tomtebo Mine;MAIN;36;;;
DF7D85C1;1;FLD;2;Charon zone;MAIN;26;;;
DF6F34C1;1;CSF;1;Sierra Gorda;MAIN;82;;;
DF6F34C1;2;SOF;2;Sierra Gorda;MAIN;82;;;
DF6F34C1;3;INT;2;Sierra Gorda;MAIN;82;;;
DF7FB0F9;1;FLD;2;Arctic deposit;MAIN;99|104;;;
DF7FB0F9;2;FLD;1;Arctic deposit;MAIN;100;;;
DF7FB0F9;4;BMF;1;Arctic deposit;MAIN;96;;;
DFAF9211;1;FLD;2;South Zone;MAIN;17;;;
DFAF9211;2;SSF;2;South Zone;MAIN;19;;;
DFAF9211;3;SHZC;N/A;South Zone;MAIN;20;;;
DFBAECDD;1;THR;2;Phoenix;MAIN;46|52|53;;;
DFBAECDD;2;SOF;2;Phoenix;MAIN;51|53;;;
DFC2485A;1;NRM;2;Lone Mountain;MAIN;31;;;
DFC2485A;2;INT;2;Lone Mountain;MAIN;31|35;;;
DFD73801;1;FLD;2;Paradox North Lithium Project;MAIN;43|44|47|49|51;;;
DFD495D1;1;BMF;1;Salar de Diablillos;MAIN;25;;;
DFEA6411;1;THR;2;Davidson deposit;MAIN;57;;;
DFEA6411;2;DOM;2;Davidson deposit;MAIN;59;;;
E00A4A0C;1;CSF;1;Sturgeon Lake Lithium-Brine;MAIN;40;;;
DFD67319;1;SHZC;1;Lemieux Dome;MAIN;79;130000.0;;
DFD67319;2;CLD;2;Lemieux Dome;MAIN;85;;;
DFD67319;3;SHZC;2;Lemieux Dome;MAIN;85|97;;;
DFF76359;1;CSF;1;Lone Mountain;MAIN;29;;;
DFF76359;2;BMF;1;Lone Mountain;MAIN;29;;3218.7;
DFF76359;3;FLD;1;Lone Mountain;MAIN;29;;;
DFF76359;4;SOF;2;Lone Mountain;MAIN;29;;;
DFF76359;5;SOF;2;Lone Mountain;MAIN;30;;;
DFF76359;6;THR;2;Lone Mountain;MAIN;30;;;
E00C2360;1;SSF;1;Monitor Property;MAIN;28;;;
E00C2360;2;SOF;2;Monitor Property;MAIN;28;;;
E00C5A1D;1;FLD;2;Cayenne-Chili;MAIN;22;;;
E03B412F;1;CSF;1;Sierra Gorda;MAIN;82;;;
E03B412F;2;SHZC;2;Sierra Gorda;MAIN;82;;;
E03B412F;3;SOF;2;Sierra Gorda;MAIN;82;;;
E03B412F;4;INT;2;Sierra Gorda;MAIN;82;;;
E04F6179;1;SSF;1;Yerington Mine;MAIN;38;;;
E04F6179;2;LFT;1;Yerington Mine;MAIN;39|41;;;
E052A0D8;1;NRM;2;E Zone;MAIN;18|25;;600.0;
E052A0D8;2;THR;2;E Zone;MAIN;19|20|22;;;
E052A0D8;3;FLD;2;E Zone;MAIN;18|25|26;;;extent:unparseable
E04351CA;1;TRT;1;Nash Creek Deposit;MAIN;63|65;22000.0;;
E04351CA;2;BMF;2;Nash Creek Deposit;MAIN;65;;;
E05563C9;1;CLD;N/A;Bom Futuro Tailings;MAIN;47;;;
E05E23F5;1;DOM;N/A;Telamayu;MAIN;44;;;
E0D9DEE0;1;BMF;1;Texas Springs;MAIN;20;;;
E0C7847A;1;CSF;1;Canyon Creek Skarn;MAIN;16;600000.0;;
E0C7847A;2;THR;2;Canyon Creek Skarn;MAIN;23;;;
E0C7847A;3;FLD;2;Canyon Creek Skarn;MAIN;23|25;;;
E0C61071;1;SHZC;2;Jiaogenma;MAIN;34;;;
E0C61071;2;SOF;2;Jiaogenma;MAIN;36;;;
E0D43095;2;SHZC;2;Double S trend;MAIN;28;;;
E0F5AB4A;1;FLD;1;Liberty;MAIN;46;;3000.0;
E0F5AB4A;3;BMF;2;Liberty;MAIN;47;;;
E0F9A148;1;FLD;2;Haquira East;MAIN;40;;;
E0F9A148;2;THR;2;Haquira East;MAIN;40;;;
E0F9A148;3;SSF;2;Haquira East;MAIN;40;;;
E10D1DAF;1;SHZC;1;Dolcoath;MAIN;41|45;;;
E10D1DAF;2;THR;2;Dolcoath;MAIN;45;;;
E10D1DAF;3;SSF;2;Dolcoath;MAIN;45;;;
E145DD06;1;FLD;2;Okohongo;MAIN;30|31;;;
E145DD06;2;SHZC;N/A;Okohongo;MAIN;30|32;;;
E148BDC6;2;SSF;1;Central Zone;MAIN;33|36|41;;;
E15F5F68;1;SSF;1;SMDI 2455;MAIN;21;;;
E15F5F68;2;THR;1;SMDI 2455;MAIN;21;;;
E15F5F68;4;FLD;2;SMDI 2455;MAIN;24;;;
E16E33B1;1;FLD;1;Wonmunna Mine;MAIN;36;;;
E16E33B1;2;FLD;2;Wonmunna Mine;MAIN;38|39;;;
