pdf_hash;fault_id;fault_setting;structural_order;target_name;target_role;evidence_pages;fault_extent_m;fault_distance_m;fault_geom_flags
4750D4CD;1;TRP;1;Tesorito;MAIN;88|92;;;
87B9E570;1;SSF;1;Marmato;MAIN;51|54;;;
87B9E570;2;SOF;2;Marmato;MAIN;55;;;
87B9E570;3;THR;2;Marmato;MAIN;55;;;
87B9E570;4;ENE;3;Marmato;MAIN;55;;;
FA58FAB1;1;LTC;2;Oko West;MAIN;28|78|83;;;
FA58FAB1;2;SHZC;2;Oko West;MAIN;83;;;
FA58FAB1;3;FLD;2;Oko West;MAIN;93;;;
FA58FAB1;4;SHZC;1;Oko West;MAIN;77;;;
FA58FAB1;5;SSF;1;Oko West;MAIN;77;;;
FA58FAB1;6;THR;1;Oko West;MAIN;77;;;
9E271921;1;CSF;1;Buritica;MAIN;72;;;
9E271921;2;SOF;2;Buritica;MAIN;72;;;
6DA3A8C6;1;SSF;1;Batman;MAIN;86;;;
6DA3A8C6;2;SOF;2;Batman;MAIN;86;;;
6DA3A8C6;3;SHZC;2;Batman;MAIN;82;;;
1EA429E8;1;CSF;1;Omega Deposit;MAIN;3;;;
DA092AD8;1;SHZC;1;Friday Zone;MAIN;13|14;40233.5;;
DA092AD8;2;SOF;2;Friday Zone;MAIN;14;;;
0492F4DB;1;SHZC;1;Last Hope;MAIN;18;44000.0;;
0A396A2D;1;SHZC;1;Sabodala;MAIN;48;;;
0A396A2D;2;SHZC;2;Sabodala;MAIN;53;;;
0A396A2D;3;SOF;3;Sabodala;MAIN;53;;;
125AB95B;1;DET;1;Bullard Pass;MAIN;10|12|13;;;
125AB95B;2;LFT;2;Bullard Pass;MAIN;12|13;;;
125AB95B;3;SOF;2;Bullard Pass;MAIN;12|13;;;
125AB95B;4;INT;2;Bullard Pass;MAIN;11|17;;;
1B9D30ED;1;TRT;2;Radcliff Mine;MAIN;34;;;
1B9D30ED;2;MYLC;2;Radcliff Mine;MAIN;34|35;;;
1B9D30ED;3;FLD;3;Radcliff Mine;MAIN;34;;;
2139C2AB;1;CSF;1;Fosterville;MAIN;40;;;
2139C2AB;2;SHZC;1;Fosterville;MAIN;42;;2000.0;distance:bounded
2139C2AB;3;SOF;2;Fosterville;MAIN;42|46;;;
2A0A2B40;2;THR;1;Croesus Vein;MAIN;68|69|85;;1200.0;distance:bounded
2A0A2B40;3;CSF;1;Croesus Vein;MAIN;63|64|69;450000.0;;extent:bounded
30CC4B45;1;CSF;1;EMZ deposit;MAIN;64|68|71;;;
30CC4B45;2;FLD;2;EMZ deposit;MAIN;74|89;;;
30CC4B45;3;THR;2;EMZ deposit;MAIN;74|78;;;
30CC4B45;4;LTC;2;EMZ deposit;MAIN;71|89;;;
380F1D68;1;CSF;1;Main Showing;MAIN;52;;;
380F1D68;2;SOF;2;Main Showing;MAIN;52;;;
380F1D68;3;INT;2;Main Showing;MAIN;53;;;
402B13C7;1;SHZC;1;Esaase;MAIN;76;;;
402B13C7;3;ENE;3;Esaase;MAIN;88|97;;;
4A526D0C;1;THR;1;Sukari;MAIN;40;25000.0;;extent:bounded|distance:unparseable
4A526D0C;2;SOF;2;Sukari;MAIN;47;;;
4A526D0C;3;SOF;2;Sukari;MAIN;48;;;
51D252D0;1;INT;1;Tres Cruces;MAIN;41;;;
51D252D0;2;SOF;2;Tres Cruces;MAIN;49|51;;;
51D252D0;3;INC;2;Tres Cruces;MAIN;51;;;
68234CED;2;TRT;2;Jinfeng;MAIN;40|43;;;
68234CED;3;LFT;1;Jinfeng;MAIN;41;5000.0;;
68234CED;4;THR;3;Jinfeng;MAIN;41|43;;;
68234CED;5;INT;2;Jinfeng;MAIN;40|43;;;
68234CED;6;ENE;3;Jinfeng;MAIN;43;;;
6FD50918;1;THR;2;EZ Junior;MAIN;77|84;;;
6FD50918;2;FLD;2;EZ Junior;MAIN;77|79|82;;;
6FD50918;3;THR;2;EZ Junior;MAIN;77;;;
780353ED;1;LTC;2;Rebel Gold Deposit;MAIN;32|34|36;;;
780353ED;2;INT;2;Rebel Gold Deposit;MAIN;34;;;
7E18DD11;1;SHZC;2;Hammerdown;MAIN;54|56;;;
7E18DD11;3;SSF;2;Hammerdown;MAIN;56;;;
841D480D;1;SSF;1;Lingman Lake Gold Mine;MAIN;67;;;
841D480D;2;SHZC;2;Lingman Lake Gold Mine;MAIN;71;;;
841D480D;3;SSF;2;Lingman Lake Gold Mine;MAIN;69;;;
8BABD205;1;CSF;1;903 Zone;MAIN;58|68;;;
93FA687C;1;TRP;1;Umwelt;MAIN;107;;;
93FA687C;2;FLD;2;Umwelt;MAIN;108|111|140;;;
9D1B5C40;1;THR;2;Gold Rock Deposit;MAIN;49|50|57;;;
9D1B5C40;3;FLD;2;Gold Rock Deposit;MAIN;50|52|56;;;
A6A47485;1;THR;1;Kibi Gold Project;MAIN;38|43;;;
A6A47485;2;SHZC;2;Kibi Gold Project;MAIN;40|65;;;
A6A47485;3;SSF;1;Kibi Gold Project;MAIN;36;200000.0;;extent:bounded
B433B884;1;SHZC;2;Adumbi;MAIN;60|66|72|75;;;
BD896B47;1;THR;1;VG Deposit;MAIN;45;;;
BD896B47;2;ENE;2;VG Deposit;MAIN;45|47;;;
C3803153;1;CSF;1;San Francisco;MAIN;59;;;
CCDD8792;1;SHZC;2;Cariboo Gold Project;MAIN;131|153;;;
CCDD8792;2;SSF;2;Cariboo Gold Project;MAIN;141;;;
CCDD8792;3;FLD;2;Cariboo Gold Project;MAIN;139|142|150|153;;;
D347FEC7;1;TRP;1;Copeçal;MAIN;72|74;50000.0;;
D347FEC7;2;TRT;1;Copeçal;MAIN;74;;;
D347FEC7;3;SHZC;2;Copeçal;MAIN;105|107|110;;;
D347FEC7;4;SOF;2;Copeçal;MAIN;105|107;;;
D347FEC7;5;INT;2;Copeçal;MAIN;74|107|110;;;
D347FEC7;6;ENE;3;Copeçal;MAIN;105|107;;;
DAE236F6;1;SHZC;2;Natougou;MAIN;67|80;;;
DAE236F6;2;ENE;3;Natougou;MAIN;75;;;
E1585FA5;1;SHZC;2;Turmalina Mine;MAIN;48|50;;;
E9B4DA19;1;FLD;2;Touquoy;MAIN;30|34|39;47000.0;;extent:bounded
E9B4DA19;2;SOF;2;Touquoy;MAIN;34|36;;;
E9B4DA19;3;LTC;2;Touquoy;MAIN;32|34|37;;;
F07F0539;1;CSF;1;Betze-Post;MAIN;54|57;;;
FE225BC3;1;SHZC;1;Copeçal;MAIN;45|52;20000.0;;
FE225BC3;2;TRT;1;Copeçal;MAIN;45;;;
FE225BC3;3;SOF;2;Copeçal;MAIN;52|57|58;;;
FE225BC3;4;JOG;2;Copeçal;MAIN;52;;;
FE225BC3;5;FLD;2;Copeçal;MAIN;52;;;
834A4A8A;1;SHZC;1;Samira;MAIN;13|14;;;
834A4A8A;2;FLD;2;Samira;MAIN;17;;;
0F38B052;1;FLD;1;Agbaou;MAIN;25|27;;;
0F38B052;2;SHZC;2;Agbaou;MAIN;27;;;
20818BCD;1;CLD;2;Elvenei;MAIN;23;;;
20818BCD;2;SOF;2;Elvenei;MAIN;26;;;
20818BCD;3;BXP;2;Elvenei;MAIN;25|26;;;
20818BCD;4;MYLC;2;Elvenei;MAIN;25;;;
2E40B925;1;INT;2;Sorowar;MAIN;35;;;
4001F43E;1;SHZC;1;Bissa;MAIN;35|41;;;
4001F43E;2;FLD;2;Bissa;MAIN;41;;;
4001F43E;3;SHZC;2;Bissa;MAIN;41;;;
55429E2C;1;SHZC;2;Bingo;MAIN;43|44;;;
664AF00F;1;SHZC;1;Island Gold Zone;MAIN;47|49;30000.0;;
664AF00F;2;SOF;2;Island Gold Zone;MAIN;52;;;
664AF00F;3;LTC;2;Island Gold Zone;MAIN;54;;;
772AF4A8;1;SHZC;1;Uzboy;MAIN;20|26;;;
772AF4A8;2;SOF;2;Uzboy;MAIN;26;25000.0;;extent:bounded
772AF4A8;3;SSF;2;Uzboy;MAIN;27;4000.0;;
772AF4A8;4;SOF;3;Uzboy;MAIN;27;;;
8E2502C1;1;SHZC;1;Marudi Property;MAIN;25;;;
8E2502C1;2;FLD;2;Marudi Property;MAIN;23|28;;;
8E2502C1;3;INT;1;Marudi Property;MAIN;25|26;;;
9D87D5E4;1;THR;1;Redrock;MAIN;42|48|53;;;
9D87D5E4;2;CLD;1;Redrock;MAIN;42|52|54;;;
9D87D5E4;3;THR;2;Redrock;MAIN;54;;;
ACECE34B;1;SHZC;1;Stephen Lake Stock;MAIN;25|26;;;
ACECE34B;2;DOM;2;Stephen Lake Stock;MAIN;33;;;
C1C45B8C;1;SHZC;1;Tiriganiaq;MAIN;27;;;
C1C45B8C;2;SOF;2;Tiriganiaq;MAIN;45;;;
C1C45B8C;3;DET;2;Tiriganiaq;MAIN;32;;;
C1C45B8C;4;LFT;3;Tiriganiaq;MAIN;33|48|50;;;
D9B74825;1;SHZC;2;Yellowjacket Zone;MAIN;23|35|37;;;
D9B74825;2;THR;2;Yellowjacket Zone;MAIN;23|35;;;
D9B74825;3;SHZC;3;Yellowjacket Zone;MAIN;28|29;;;
E8AE8CD8;1;SHZC;1;Jean-Gobelé;MAIN;23;;;
F6ECFE72;1;SHZC;1;Tucano;MAIN;71|74;7000.0;;
F6ECFE72;2;FLD;2;Tucano;MAIN;74;;;
F6ECFE72;3;INT;2;Tucano;MAIN;74;;;
F6ECFE72;5;LTC;2;Tucano;MAIN;77;;;
633DD464;1;SOF;2;Esaase Gold Deposit;MAIN;34;;;
633DD464;2;THR;2;Esaase Gold Deposit;MAIN;34;;;
633DD464;3;SSF;2;Esaase Gold Deposit;MAIN;35|36;;;
633DD464;4;ENE;3;Esaase Gold Deposit;MAIN;36;;;
56C9C0D0;2;THR;1;Canoe Landing Lake;MAIN;35;;;
C84466C0;1;THR;2;Sangdong;MAIN;52;;;
C84466C0;2;SHZC;2;Sangdong;MAIN;52;;;
C84466C0;3;THR;2;Sangdong;MAIN;54;;;
C84466C0;4;NRM;2;Sangdong;MAIN;54;;;
DCEA8E11;1;CSF;1;Parbec deposit;MAIN;26;1600.0;;
DCEA8E11;2;SOF;2;Parbec deposit;MAIN;26|28|33;;;
DCEA8E11;3;SSF;2;Parbec deposit;MAIN;28|30;;;
FCA2A22A;1;DET;1;Stratiform Manganese Deposits;MAIN;61;;;
FCA2A22A;2;BMF;1;Stratiform Manganese Deposits;MAIN;58|61;;;
7C209994;1;THR;2;Rupice;MAIN;57;;;
7C209994;2;FLD;2;Rupice;MAIN;57;;;
070004F2;1;SSF;1;Chelopech;MAIN;53;;;
070004F2;2;BMF;2;Chelopech;MAIN;54;;;
070004F2;3;THR;2;Chelopech;MAIN;54|58;;;
87133BE3;1;CSF;1;New Liberty;MAIN;58;;;
87133BE3;2;SHZC;2;New Liberty;MAIN;65;;;
87133BE3;3;THR;2;New Liberty;MAIN;65;;;
B97652A4;1;SHZC;1;Island Gold;MAIN;72;30000.0;;
B97652A4;2;SHZC;2;Island Gold;MAIN;90;;;
B97652A4;3;SOF;2;Island Gold;MAIN;90;;;
B97652A4;4;FLD;2;Island Gold;MAIN;90;;;
B97652A4;5;INT;2;Island Gold;MAIN;90;;;
C536FA47;1;THR;2;Antenna;MAIN;60|63;;;
0E07E1B2;1;THR;1;Bigar Hill;MAIN;46;;;
D08CA9F8;1;SSF;1;Illinois Creek deposit;MAIN;43;;24000.0;
D08CA9F8;2;FLD;2;Illinois Creek deposit;MAIN;52;;;
56CB96EA;2;CLD;2;Lihir;MAIN;72;;;
0BE662C0;1;SSF;1;Agata Nickel Laterite Project (ANLP);MAIN;34;2000000.0;;
0BE662C0;2;SOF;2;Agata Nickel Laterite Project (ANLP);MAIN;36;;;
411C394B;1;SOF;2;Adumbi;MAIN;119;;;
B19547C4;1;SHZC;1;Rowan Vein System;MAIN;57|58;;;
B19547C4;2;SHZC;1;Rowan Vein System;MAIN;58;;;
B19547C4;3;ENE;3;Rowan Vein System;MAIN;61;;;
C2786F94;1;SHZC;2;Yalea;MAIN;74;;;
C2786F94;2;SHZC;2;Yalea;MAIN;71|74;;;
01572953;1;LFT;2;Waterpump Creek;MAIN;66|73|74;6000.0;;extent:bounded
01572953;2;THR;2;Waterpump Creek;MAIN;74;;;
F35C4D59;1;CSF;1;Cameron gold deposit;MAIN;46|54|72;100000.0;;
F35C4D59;2;SOF;2;Cameron gold deposit;MAIN;44|49|54|72;;;
F35C4D59;3;SOF;2;Cameron gold deposit;MAIN;49|54;;;
F35C4D59;4;SOF;3;Cameron gold deposit;MAIN;49|62;;;
FE7D05AB;1;FLD;2;Rupice;MAIN;57;;;
FE7D05AB;2;THR;2;Rupice;MAIN;57;;;
A0BBE8E8;1;SHZC;2;MacLellan;MAIN;70|71;;;
A0BBE8E8;2;INT;2;MacLellan;MAIN;70|71;;;
29C81FCF;3;BMF;2;Kamoa-Kakula;MAIN;90|97;;;
521FAF13;1;SHZC;1;KCD;MAIN;56|58;60000.0;1000.0;
521FAF13;2;FLD;2;KCD;MAIN;56|62;;;
521FAF13;3;SHZC;2;KCD;MAIN;62|65;;;
D88A1001;1;SOF;2;Golpu;MAIN;23|26;;;
B1616B6B;1;CSF;1;Hammerdown;MAIN;121|149;;;
B1616B6B;2;SHZC;2;Hammerdown;MAIN;125;1800.0;;
B1616B6B;4;FLD;3;Hammerdown;MAIN;126;;;
0D6DB6DB;1;CSF;1;PAK Deposit;MAIN;68|69;140000.0;;extent:bounded
1325D1F5;1;THR;2;Antenna;MAIN;44;;;
04FCB237;1;CSF;1;PSM Project;MAIN;106;;;
13DF74CC;1;SHZC;1;Rosebel;MAIN;77|86|87;;;
13DF74CC;2;THR;1;Rosebel;MAIN;77|89|90|91;;;
13DF74CC;3;FLD;2;Rosebel;MAIN;80|87|89|90|92;;;
13DF74CC;4;LTC;2;Rosebel;MAIN;80|87|89|91|93;;;
13DF74CC;5;SOF;2;Rosebel;MAIN;89|91;;;
2582F5BA;1;FLD;2;Aurora;MAIN;37;;;
677E8CBF;1;CSF;1;Waterpump Creek;MAIN;49;;;
677E8CBF;2;SOF;2;Waterpump Creek;MAIN;56|60|61;6000.0;;extent:bounded
677E8CBF;3;THR;2;Waterpump Creek;MAIN;60;;;
677E8CBF;4;INT;2;Waterpump Creek;MAIN;62;;;
E8647371;1;BMF;1;Copper Mountain;MAIN;69;10000.0;500.0;extent:bounded
E8647371;6;SOF;2;Copper Mountain;MAIN;69;;300.0;distance:approx_magnitude
18CB7D7A;1;SSF;1;Apollo;MAIN;62;;;
18CB7D7A;2;SHZC;1;Apollo;MAIN;62|63;;;
18CB7D7A;3;INT;2;Apollo;MAIN;76|80;;;
00152F71;1;SHZC;2;Turmalina;MAIN;36;1000.0;;extent:bounded
002FAB5B;1;THR;1;Ice prospect;MAIN;17|24|25;;;
002FAB5B;2;INT;2;Ice prospect;MAIN;37;;;
002FAB5B;3;SSF;2;Ice prospect;MAIN;37;;;
003AE947;1;TRP;1;Bralorne-Pioneer;MAIN;38;;;
0060BD8A;1;SHZC;2;Main Shear Zone;MAIN;16;304.8;;extent:bounded
0060BD8A;2;INT;2;Main Shear Zone;MAIN;18;;;
00182970;1;SHZC;1;Red Lake-Campbell Complex;MAIN;57|58;;;
00182970;2;SOF;2;Red Lake-Campbell Complex;MAIN;58|59;;;
00C4C85B;1;SHZC;2;Divide prospect;MAIN;17;;;
011575D4;1;SHZC;1;Dome Property;MAIN;29|30;;;
01A515BC;1;SHZC;1;Wona-Kona;MAIN;21;;;
0147858E;1;THR;2;Daniel's Creek;MAIN;23;;;
0147858E;2;SSF;1;Daniel's Creek;MAIN;20|22;;;
00F4C6A7;1;FLD;2;Pilar;MAIN;64|84;;;
00F4C6A7;2;THR;2;Pilar;MAIN;64|67;;;
00FCBB2D;1;SHZC;1;Fenelon;MAIN;44|47;150000.0;1000.0;extent:bounded
00FCBB2D;2;SOF;2;Fenelon;MAIN;48;;;
00FCBB2D;3;SHZC;2;Fenelon;MAIN;48|49|52|56;;;
00FCBB2D;4;LTC;2;Fenelon;MAIN;48;;;
01C81C7E;1;SHZC;1;Kwandege;MAIN;34|35|64;;;
01C81C7E;2;SHZC;1;Kwandege;MAIN;35|43;;;
01C81C7E;3;THR;1;Kwandege;MAIN;35;;;
01C81C7E;4;SOF;2;Kwandege;MAIN;64;;;
01D4C2DE;1;FLD;2;Mazoa Hill Zone;MAIN;19|21|22;;;
01A94018;1;SSF;1;Bonanza Ledge;MAIN;40|43;;;
01A94018;2;THR;1;Bonanza Ledge;MAIN;40|43;;;
01A94018;3;SHZC;2;Bonanza Ledge;MAIN;43;;;
02147C90;1;SHZC;1;Opawica;MAIN;14;1000.0;;extent:approx_magnitude
029CFB33;1;CSF;1;Sainsoutou alluvial gold deposit;MAIN;51|52;;;
029CFB33;2;CSF;1;Sainsoutou alluvial gold deposit;MAIN;52;;;
027C740E;1;MYLC;2;Apomakisie (Randy);MAIN;67|68;;;
029A004A;1;CSF;1;Pamour;MAIN;117|153|155;;;
029A004A;2;FLD;2;Pamour;MAIN;153;;;
029A004A;3;THR;3;Pamour;MAIN;153;;;
029A004A;4;SSF;2;Pamour;MAIN;153;;;
02A093E0;1;SSF;1;Coringa;MAIN;61|68;;;
02A093E0;2;SOF;2;Coringa;MAIN;61|68;;;
02A093E0;3;JOG;2;Coringa;MAIN;61;;;
0336D2AC;1;SHZC;1;Turnberry;MAIN;27|28;15000.0;;extent:bounded
033B0EC7;1;SOF;2;Kiena Deep A Zone;MAIN;130|140|141;;;
0398B964;1;SHZC;1;Sabodala deposit;MAIN;50;;;
0398B964;2;SHZC;2;Sabodala deposit;MAIN;50;;;
0398B964;3;SOF;3;Sabodala deposit;MAIN;51;;;
03430331;1;SHZC;1;Main Zone;MAIN;53;24000.0;;extent:bounded
03497A9B;1;CSF;1;Central;MAIN;64;300000.0;;extent:approx_magnitude
03497A9B;2;SOF;2;Central;MAIN;77;5000.0;;extent:bounded
040010B9;1;SHZC;2;Dingman;MAIN;42|44;;;
040010B9;2;SOF;2;Dingman;MAIN;42;;;
041313E5;1;SHZC;1;Windfall;MAIN;19;;;
041313E5;3;MYLC;2;Windfall;MAIN;36;;;
03E5E738;1;SHZC;1;True North deposit;MAIN;64;;;
03E5E738;2;SHZC;2;True North deposit;MAIN;68;;;
03E5E738;3;SOF;2;True North deposit;MAIN;68;3050.0;;extent:range_mean
03E5E738;4;TRP;2;True North deposit;MAIN;68;;;
03E5E738;5;TRT;2;True North deposit;MAIN;68;;;
041A6F51;1;THR;1;Otjikoto;MAIN;32|35;;;
041A6F51;3;SOF;3;Otjikoto;MAIN;38;;;
044F99B5;1;SHZC;1;Riacho dos Machados;MAIN;47;30000.0;;extent:bounded
0464602C;1;SHZC;2;Cléopâtre showing;MAIN;9;;;
044475BA;1;TRP;1;Hardrock deposit;MAIN;117|119|122;1000.0;;
044475BA;2;INT;2;Hardrock deposit;MAIN;122;;;
044475BA;3;FLD;2;Hardrock deposit;MAIN;119|122;;;
04546B27;1;MYLC;1;Assafou;MAIN;141;12000.0;;
04761DD7;1;THR;1;Jeesio property;MAIN;17|18;100000.0;;extent:bounded
04761DD7;2;SHZC;1;Jeesio property;MAIN;17|18;100000.0;3000.0;extent:bounded|distance:approx_magnitude
04761DD7;3;SSF;2;Jeesio property;MAIN;18;;;
049DA365;1;SOF;2;Taunus;MAIN;33|38;;;
04B0BFA3;1;SOF;2;Main Stripped Zone;MAIN;17|32;;;
04B86048;1;SOF;2;Bombore;MAIN;91|103;30000.0;;extent:approx_magnitude
04B86048;2;CSF;1;Bombore;MAIN;103;;;
04F33E01;1;CSF;1;Canadian Malartic;MAIN;44;;;
04F33E01;2;SOF;2;Canadian Malartic;MAIN;46;;;
04D722E3;1;SHZC;2;Gordon-Ven Lake;MAIN;43|65;;;
052FD466;1;SHZC;1;Hammerdown;MAIN;30;4000.0;;extent:bounded
052FD466;3;SSF;2;Hammerdown;MAIN;30;;;
0527E792;1;CSF;1;Fayolle deposit;MAIN;44|48;450000.0;;extent:bounded
0527E792;2;SOF;2;Fayolle deposit;MAIN;48;;;
0527E792;3;SHZC;2;Fayolle deposit;MAIN;49;;;
05419167;1;CSF;1;Granada;MAIN;59;;;
05419167;2;SHZC;2;Granada;MAIN;59;;;
05419167;3;SOF;2;Granada;MAIN;59|60;;;
05151973;1;THR;1;Fortnum Gold Project;MAIN;53;;;
05151973;2;THR;2;Fortnum Gold Project;MAIN;56|59|61|66;;;
05151973;3;FLW;2;Fortnum Gold Project;MAIN;56;;;
05151973;4;INT;2;Fortnum Gold Project;MAIN;58;;;
0573AFD8;1;SHZC;2;Colomac Main;MAIN;113;;;
0573AFD8;2;INT;2;Colomac Main;MAIN;113;;;
062C08C1;1;FLD;1;Touquoy;MAIN;86|89;;;
0630C490;1;BMF;1;Granite Creek;MAIN;62|66;;;
0630C490;2;THR;2;Granite Creek;MAIN;64|68;;;
0630C490;4;SOF;2;Granite Creek;MAIN;64|66;;;
0630C490;6;INT;2;Granite Creek;MAIN;67|76;;;
05C53A75;1;THR;1;Osiris cluster;MAIN;38;;;
05C53A75;4;TRP;2;Osiris cluster;MAIN;38;;50.0;distance:bounded
05C53A75;5;SSF;2;Osiris cluster;MAIN;38;;;
0645D8D4;1;SHZC;2;Adumbi;MAIN;72;;;
0645D8D4;2;SSF;2;Adumbi;MAIN;72;;;
0695EA16;1;SHZC;2;Solona;MAIN;37|39|45;;;
0695EA16;2;INT;2;Solona;MAIN;37;;;
06950BED;1;SOF;2;Madsen;MAIN;59|60|75|84;;;
06950BED;2;SHZC;2;Madsen;MAIN;58|59;;;
06C30B18;1;SHZC;1;Paddy's Flat;MAIN;87;;;
06C30B18;2;SOF;2;Paddy's Flat;MAIN;87;;;
06C30B18;3;INT;2;Paddy's Flat;MAIN;89;;;
06C30B18;4;SOF;3;Paddy's Flat;MAIN;101;;;
06C30B18;5;THR;2;Paddy's Flat;MAIN;102;;;
0710EF8D;1;BMF;1;Beatons Creek;MAIN;52|53;;;
07095F68;1;THR;1;Magdala;MAIN;41;;;
07095F68;2;THR;2;Magdala;MAIN;45;;;
07095F68;3;THR;2;Magdala;MAIN;48;;;
0723F78A;1;CSF;1;Turnberry;MAIN;23;;;
0723F78A;2;SHZC;1;Turnberry;MAIN;26;;;
0723F78A;3;SHZC;2;Turnberry;MAIN;27;15000.0;;extent:bounded
06D32B92;2;SHZC;2;Moss Lake deposit;MAIN;30|32;;;
0789F8E0;1;SOF;2;Trident;MAIN;41;;;
0789F8E0;2;THR;1;Trident;MAIN;39;;;
0728AACE;1;THR;2;Gold Rock;MAIN;36|38|45;;;
0728AACE;3;FLD;2;Gold Rock;MAIN;38|42|45;;;
0736472B;1;THR;2;Idaho-Maryland Deposit;MAIN;90;3000.0;;
0736472B;2;THR;2;Idaho-Maryland Deposit;MAIN;90;;;
081D24CD;1;JOG;2;Great Fingall;MAIN;76|77|78;;;
07EA6630;1;SHZC;1;Hardrock deposit;MAIN;119|122;;;
07EA6630;2;SHZC;2;Hardrock deposit;MAIN;122;;;
07EA6630;3;TRP;N/A;Hardrock deposit;MAIN;117;;;
082DBCC0;1;TRT;1;Main Gold Zone;MAIN;28;;;
082DBCC0;2;JOG;2;Main Gold Zone;MAIN;28;;;
0839F995;1;SHZC;1;Antenna;MAIN;35;;;
0839F995;2;THR;2;Antenna;MAIN;36|38;;;
08672ADB;1;SHZC;2;Zone IV;MAIN;20|21|23;;;
0842E5D2;1;SHZC;1;Magino;MAIN;52|59|60;1500.0;;extent:range_mean
0842E5D2;2;SHZC;2;Magino;MAIN;52|54;;;
0842E5D2;3;SOF;3;Magino;MAIN;54;;;
085F4CC2;1;INT;2;Jethro Structure;MAIN;18;;;
084BA32A;1;THR;1;El Huacal District;MAIN;59|62;;;
084BA32A;2;FLD;1;El Huacal District;MAIN;61|62|63;;;
084BA32A;3;SHZC;1;El Huacal District;MAIN;59|62;;;
084BA32A;4;JOG;2;El Huacal District;MAIN;62;;;
084BA32A;5;INT;2;El Huacal District;MAIN;62;;;
08D54B6A;1;DOM;N/A;Brew Project;MAIN;13;;;
088BAB7A;1;SSF;2;Golden Horseshoe Reef;MAIN;31;;;
088BAB7A;2;JOG;1;Golden Horseshoe Reef;MAIN;31;;;
088BAB7A;3;LTC;2;Golden Horseshoe Reef;MAIN;31;;;
09033720;1;SHZC;1;Wona-Kona;MAIN;29;;;
08E407A0;1;SHZC;1;A8 3200 vein system;MAIN;30;60000.0;;extent:bounded
08E407A0;2;SOF;2;A8 3200 vein system;MAIN;32;;;
094023F6;1;THR;2;Pine Cove Mine;MAIN;58|61|63;;;
094023F6;2;THR;2;Pine Cove Mine;MAIN;63;;;
095529B3;1;CSF;1;Tay-LP;MAIN;21|23;;;
0965B1B3;1;SSF;1;Batman;MAIN;76;;;
0965B1B3;2;SOF;2;Batman;MAIN;76;;;
096E99E8;1;THR;1;Imperial;MAIN;52;;;
096E99E8;2;FLW;1;Imperial;MAIN;52;;;
096E99E8;3;NRM;2;Imperial;MAIN;52|53;;;
0987FD5B;1;SOF;2;Little Stull Lake;MAIN;54|62;;;
0987FD5B;2;CSF;1;Little Stull Lake;MAIN;54;300000.0;;extent:approx_magnitude
09F70DBA;1;SHZC;2;West Branch;MAIN;56|57;;;
09F70DBA;2;SOF;3;West Branch;MAIN;56;;;
09F70DBA;3;FLD;2;West Branch;MAIN;57;;;
0A06CB49;1;SSF;1;Thor Trend;MAIN;22|24;;;
0A06CB49;2;SOF;2;Thor Trend;MAIN;24;;;
0A06CB49;3;SHZC;2;Thor Trend;MAIN;24;;;
0A29219A;1;CSF;1;Cachoeira;MAIN;28;120000.0;;extent:bounded
0A29219A;2;SHZC;2;Cachoeira;MAIN;30;;;
0A4EC8A6;2;FLD;2;Gilbert River Placer;MAIN;76;;;
0A5EE568;1;FLW;1;Imperial Gold Deposit;MAIN;53;;;
0A5EE568;2;SOF;2;Imperial Gold Deposit;MAIN;53;;;
0A783087;1;THR;1;Posse;MAIN;48|51;;;
0A783087;2;SHZC;1;Posse;MAIN;49|51;50000.0;;
0A783087;3;SOF;2;Posse;MAIN;49;;;
0A783087;4;JOG;2;Posse;MAIN;49;;;
0A6DB12A;1;THR;1;Marathon;MAIN;65|68|73;;100.0;
0A6DB12A;2;SOF;2;Marathon;MAIN;65|66|73;;;
0A6DB12A;3;SOF;3;Marathon;MAIN;65|66|68|73;;;
0AA90EBC;1;SHZC;2;Anatacau Project;MAIN;20|21;;;
0B7EB4D0;1;SHZC;2;Buckreef Prospect;MAIN;28;8000.0;;
0B05B43E;1;CSF;1;EMZ;MAIN;86|93;;;
0B05B43E;2;FLD;2;EMZ;MAIN;95;;;
0B05B43E;3;THR;2;EMZ;MAIN;95;;;
0B05B43E;4;LTC;2;EMZ;MAIN;97;;;
0BABAA77;1;DOM;1;Gold Road Mine;MAIN;47;;;
0BABAA77;2;JOG;2;Gold Road Mine;MAIN;46|49;2286.0;;extent:from_metric_paren
0B016195;1;SHZC;1;Burnakura;MAIN;46|47;100000.0;;extent:bounded
0B016195;2;SOF;2;Burnakura;MAIN;47;;;
0B016195;3;THR;2;Burnakura;MAIN;50;;;
0C01BBE0;1;CSF;1;3 Aces;MAIN;20|22|30;;;
0C314901;1;SHZC;1;Nelligan;MAIN;40|46;;;
0BB1A012;1;CSF;1;O'Brien Project;MAIN;57|58|60;;;
0BB1A012;3;LTC;2;O'Brien Project;MAIN;65;;;
0C44E46A;1;ENE;2;Main Structural Corridor (MSC);MAIN;25|27;6500.0;;
0CA19FF7;1;CSF;1;Hislop Property;MAIN;18|19|22|24;;;
0CA3FEC4;1;FLD;2;Kofi C;MAIN;25;;;
0CB5C5C9;1;CSF;1;KCD;MAIN;53|54;60000.0;1000.0;
0CB5C5C9;2;FLD;2;KCD;MAIN;53|58;;;
